0,0
1,1
2,1
3,0
4,1
5,0
6,1
7,1
8,1
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,0
17,0
18,1
19,0
20,0
21,0
22,1
23,0
24,1
25,1
26,1
27,0
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,1
38,1
39,0
40,1
41,0
42,0
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,0
52,0
53,1
54,1
55,1
56,1
57,0
58,0
59,1
60,0
61,1
62,1
63,0
64,1
65,1
66,1
67,0
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,0
76,1
77,1
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,0
88,1
89,1
90,0
91,1
92,0
93,1
94,1
95,0
96,1
97,0
98,1
99,0
100,0
101,1
102,1
103,0
104,1
105,0
106,0
107,0
108,1
109,1
110,1
111,0
112,1
113,0
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,1
123,0
124,1
125,1
126,0
127,1
128,0
129,0
130,1
131,1
132,0
133,1
134,1
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,1
143,0
144,1
145,1
146,1
147,1
148,1
149,1
150,0
151,0
152,0
153,1
154,1
155,1
156,0
157,0
158,0
159,0
160,1
161,0
162,0
163,0
164,1
165,1
166,0
167,0
168,1
169,0
170,0
171,0
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,0
180,1
181,0
182,0
183,1
184,1
185,0
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,0
196,1
197,1
198,1
199,0
200,0
201,0
202,0
203,0
204,1
205,1
206,1
207,0
208,0
209,1
210,1
211,1
212,1
213,0
214,1
215,1
216,0
217,1
218,0
219,1
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,1
228,0
229,0
230,0
231,1
232,0
233,1
234,1
235,1
236,1
237,1
238,0
239,0
240,1
241,1
242,0
243,0
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,1
256,1
257,0
258,1
259,1
260,1
261,0
262,1
263,1
264,1
265,1
266,1
267,1
268,0
269,1
270,1
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,1
279,0
280,0
281,0
282,1
283,0
284,1
285,0
286,1
287,1
288,1
289,0
290,0
291,0
292,1
293,0
294,0
295,1
296,1
297,1
298,0
299,1
300,1
301,1
302,1
303,0
304,1
305,0
306,1
307,1
308,0
309,1
310,1
311,1
312,1
313,0
314,1
315,1
316,1
317,1
318,0
319,0
320,1
321,0
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,0
331,1
332,1
333,0
334,0
335,1
336,1
337,0
338,1
339,0
340,0
341,0
342,0
343,1
344,0
345,0
346,1
347,1
348,1
349,0
350,1
351,0
352,0
353,0
354,1
355,0
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,0
366,1
367,1
368,1
369,0
370,1
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,1
379,1
380,1
381,0
382,0
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,0
391,1
392,0
393,1
394,0
395,1
396,0
397,1
398,1
399,1
400,1
401,0
402,0
403,0
404,1
405,0
406,0
407,1
408,1
409,1
410,1
411,0
412,0
413,1
414,1
415,0
416,1
417,1
418,1
419,0
420,1
421,1
422,1
423,0
424,0
425,0
426,0
427,1
428,0
429,1
430,1
431,1
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,0
441,0
442,0
443,1
444,1
445,1
446,1
447,0
448,0
449,1
450,0
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,1
464,1
465,1
466,0
467,0
468,0
469,1
470,1
471,0
472,0
473,1
474,0
475,1
476,0
477,1
478,1
479,1
480,1
481,0
482,0
483,1
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,1
492,0
493,1
494,0
495,0
496,1
497,1
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,1
506,0
507,1
508,1
509,0
510,0
511,1
512,1
513,1
514,0
515,1
516,1
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,1
525,0
526,1
527,0
528,1
529,0
530,1
531,1
532,1
533,0
534,1
535,0
536,0
537,1
538,0
539,0
540,1
541,1
542,1
543,1
544,1
545,0
546,1
547,1
548,0
549,1
550,1
551,0
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,0
578,1
579,1
580,1
581,0
582,0
583,0
584,1
585,0
586,1
587,1
588,1
589,0
590,0
591,1
592,1
593,0
594,0
595,1
596,1
597,0
598,0
599,1
600,1
601,0
602,1
603,0
604,1
605,1
606,0
607,1
608,1
609,0
610,1
611,1
612,1
613,1
614,0
615,1
616,0
617,1
618,0
619,0
620,0
621,0
622,1
623,1
624,0
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,0
634,0
635,1
636,1
637,0
638,0
639,0
640,1
641,0
642,1
643,1
644,0
645,0
646,0
647,1
648,1
649,0
650,1
651,0
652,0
653,0
654,1
655,0
656,1
657,1
658,0
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,0
669,1
670,0
671,0
672,1
673,1
674,1
675,1
676,0
677,0
678,0
679,0
680,1
681,1
682,1
683,1
684,1
685,0
686,1
687,1
688,1
689,0
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,0
699,0
700,1
701,1
702,0
703,1
704,0
705,1
706,1
707,1
708,1
709,1
710,1
711,0
712,1
713,0
714,1
715,0
716,1
717,0
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,0
727,1
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,1
736,0
737,0
738,1
739,1
740,0
741,1
742,0
743,1
744,1
745,0
746,0
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,1
763,1
764,0
765,0
766,1
767,0
768,0
769,0
770,1
771,1
772,0
773,1
774,1
775,0
776,1
777,1
778,0
779,1
780,1
781,0
782,0
783,1
784,0
785,0
786,1
787,1
788,1
789,1
790,0
791,1
792,0
793,1
794,0
795,1
796,0
797,1
798,1
799,1
800,1
801,0
802,1
803,0
804,0
805,1
806,0
807,1
808,0
809,0
810,1
811,0
812,1
813,1
814,0
815,1
816,1
817,1
818,0
819,0
820,0
821,1
822,0
823,1
824,1
825,0
826,1
827,1
828,0
829,0
830,0
831,1
832,1
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,0
842,1
843,0
844,1
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,1
854,1
855,1
856,0
857,0
858,1
859,1
860,0
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,0
869,1
870,1
871,1
872,1
873,1
874,1
875,0
876,1
877,1
878,1
879,1
880,0
881,1
882,1
883,0
884,1
885,0
886,1
887,1
888,1
889,1
890,1
891,0
892,0
893,1
894,0
895,1
896,1
897,1
898,1
899,1
900,0
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,1
912,1
913,1
914,1
915,0
916,0
917,0
918,0
919,1
920,1
921,0
922,0
923,1
924,1
925,0
926,1
927,1
928,0
929,0
930,0
931,1
932,1
933,0
934,1
935,1
936,1
937,1
938,0
939,1
940,0
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,0
950,1
951,1
952,0
953,0
954,0
955,1
956,0
957,0
958,0
959,0
960,1
961,0
962,1
963,1
964,1
965,0
966,0
967,0
968,0
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,0
978,1
979,0
980,0
981,1
982,1
983,1
984,1
985,1
986,0
987,1
988,0
989,1
990,1
991,0
992,1
993,1
994,1
995,0
996,1
997,0
998,1
999,1
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,0
1011,1
1012,1
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,0
1023,1
1024,1
1025,1
1026,0
1027,1
1028,1
1029,0
1030,0
1031,1
1032,0
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,0
1045,0
1046,0
