0,0
1,0
2,0
3,0
4,1
5,1
6,1
7,1
8,0
9,0
10,1
11,0
12,1
13,0
14,0
15,0
16,1
17,1
18,1
19,0
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,1
40,1
41,1
42,0
43,0
44,0
45,1
46,1
47,0
48,0
49,1
50,0
51,0
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,0
60,1
61,1
62,1
63,1
64,0
65,1
66,0
67,1
68,1
69,1
70,1
71,1
72,1
73,0
74,0
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,1
83,1
84,1
85,0
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,0
94,1
95,0
96,0
97,1
98,1
99,1
100,0
101,1
102,0
103,1
104,1
105,1
106,1
107,0
108,0
109,0
110,1
111,1
112,1
113,0
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,0
128,0
129,0
130,1
131,1
132,0
133,0
134,1
135,1
136,0
137,0
138,1
139,1
140,1
141,1
142,1
143,0
144,1
145,0
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,1
154,1
155,1
156,0
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,0
178,1
179,0
180,0
181,0
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,1
203,0
204,0
205,0
206,1
207,1
208,0
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,0
218,0
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,0
227,1
228,1
229,0
230,1
231,1
232,0
233,1
234,1
235,0
236,1
237,1
238,1
239,1
240,1
241,1
242,0
243,1
244,1
245,1
246,1
247,0
248,1
249,1
250,1
251,1
252,0
253,1
254,1
255,1
256,1
257,1
258,1
259,0
260,0
261,0
262,1
263,1
264,0
265,1
266,0
267,1
268,1
269,1
270,1
271,0
272,1
273,1
274,0
275,0
276,1
277,1
278,0
279,1
280,0
281,0
282,0
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,1
293,0
294,1
295,0
296,1
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,1
305,1
306,0
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,0
315,0
316,1
317,1
318,0
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,1
327,0
328,0
329,0
330,1
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,0
361,1
362,1
363,1
364,0
365,0
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,1
374,1
375,0
376,0
377,1
378,1
379,1
380,0
381,1
382,1
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,1
392,0
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,0
405,1
406,1
407,0
408,1
409,1
410,0
411,1
412,1
413,1
414,0
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,0
423,1
424,1
425,0
426,1
427,1
428,0
429,0
430,1
431,1
432,1
433,0
434,1
435,1
436,1
437,0
438,0
439,1
440,1
441,1
442,0
443,0
444,0
445,0
446,1
447,1
448,1
449,1
450,0
451,1
452,0
453,1
454,1
455,1
456,1
457,0
458,0
459,0
460,1
461,1
462,0
463,1
464,0
465,1
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,1
474,0
475,1
476,0
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,0
488,1
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,0
507,0
508,0
509,1
510,0
511,1
512,0
513,1
514,1
515,0
516,1
517,1
518,1
519,1
520,1
521,1
522,0
523,0
524,1
525,0
526,1
527,1
528,1
529,1
530,0
531,0
532,0
533,1
